,0
토모,3.2
하이보,2.75
쑥고개,4.0
사생활,3.2
가츠가게,4.07
고로커피로스터스,4.15
예인촌막걸리,2.78
소백양샤브샤브,2.67
다이히로,3.25
낙원의소바,4.0
얼큰수제비해물칼국수,3.91
술파는이층남자,3.0
앙뿌,3.83
문득낙성,2.8
마뇨떡볶이,3.0
펠리치따,3.5
OFFOF카페,3.4
까까,3.5
오페라빈로스터스,3.62
도우다베이커리,3.17
레이네,4.0
솥뚜껑제주삼겹살,3.14
오삼숙이,3.8
마이무,3.14
리버벨,3.27
낭만모로코,3.73
구루메키친,4.1
순보보,3.45
안녕부산,3.27
프로젝트서울,3.67
슈슈고미,3.27
삼촌네,4.4
완산정,3.0
코시롱,3.73
서랍,3.5
나에게오는길,3.08
덕봉식당,3.4
이야기,3.38
히토리더야끼니꾸,3.88
정숙성,4.0
누들하우스,3.0
천년곱돌,3.27
포포인,3.18
오른손푸드카페,3.6
더랩 24 7,3.92
니와,3.8
지구당,3.29
아띠85도씨베이커리,3.05
온돌,3.0
티라노,3.47
우디가스트로,3.5
카페미엘,2.9
포도원삼계탕,3.27
카페서른살,3.0
서울뼛국,3.6
황소곱창,3.45
옐로우버터드림,3.08
호랑이면,3.0
오신매운갈비찜,2.93
아로이막막,3.18
진우리참치,3.0
야간얼큰우동,3.13
세미온,3.22
카페미뇽,2.75
리앙크리스피롤,3.12
디자이너리카페,3.17
문득,3.0
르브와,3.57
안녕과자점,3.0
몽중인,2.93
삼백돈 돈가츠,3.2
김창일스시,2.6
라페리체,2.9
만성찬팅,3.46
꼬르동,4.44
산골,3.31
고요,3.31
미친키친,3.6
구로곱창,3.21
만두작만두작,3.5
Lees Pancake,3.3
삼미제면,3.4
다부찌,2.71
교자킹,3.12
길초밥,3.38
노다지,3.7
황토방,3.3
자하연식당,3.75
얌얌카츠,3.47
보타이,3.2
이한진숙성회,3.33
경양미식,3.3
프릭스다이너,3.4
등갈비달인,3.6
커피몽타주,3.13
진미한우곱창,3.33
데카망 ,3.13
다람,3.1
우리동네막국수국밥,4.2
영화정해장국,4.17
화진포막국수,3.27
봉래면옥,3.0
성일면옥,3.0
쭈꾸쭈꾸쭈꾸미,3.07
송월냉면,3.09
백년화편,3.33
유미벅스,3.67
온온,3.47
페더커피,3.73
카페온도,2.89
모리식당,3.25
푸지미곱창,2.7
유경정육식당,3.0
카쿠,3.0
블랑제리 11 17,3.5
솜솜베이커리,3.27
아키노유키,3.4
평상시,3.33
히든브라운,4.2
황푸차이나,3.71
캄포,4.0
하다식당,3.43
진이네떡볶이,3.13
반피셋,3.73
똥찌비,3.3
애크로매틱 커피 컴퍼니,3.89
영춘똥꼬닭발,3.75
족발선생,3.67
외계인커피,3.12
피콜로,3.38
YUP,4.4
아이스베리,3.45
두리돈까스,2.73
간다이,3.0
스윗솔트,3.13
앙상블,4.4
채스우드커피,3.18
피에로커피,3.79
풍년상회쪽갈비,3.8
빠네렌토,2.93
미니회바,2.64
평양만두집,3.67
미드데이썬,2.91
율베이커리,3.1
피카피오,3.13
천호쭈꾸미,3.27
마드레,3.62
브로일링커피컴퍼니,2.57
분더버거,3.83
통로,4.0
에이컷스테이크,3.25
셀프하우스,3.0
명일원조닭발,3.33
안녕식당,3.27
스테이지28,2.33
풀팬,3.53
파트원나이스,4.0
강동호치민,3.11
인정원월남쌈,3.33
멘야세븐,3.07
스시야미,2.79
모범떡볶이 1976,2.8
부리나케,3.4
독도쭈꾸미,2.93
하이몬드,2.93
송하정스시,3.2
유타로,2.89
연풍민락,3.43
바이재재,3.0
차이나린찐,3.4
배나무집,3.5
오픈키친어경재,2.75
해중천반점,3.25
초밥의신 부타,2.27
스시마에,2.5
곱사모,3.5
모뉴먼트커피,3.57
평냉집,4.0
와줘서고마워요,3.6
스시미진,4.5
마카롱걸,3.33
바다생협,4.0
브리에,3.25
콩플레,3.6
하에레츠,3.43
팔선생,3.0
오븐베이크,3.0
카페메종드한,3.25
요거트빌리지,2.0
제주아줌마집,3.0
랍스타킹,3.5
로겐하임,3.29
해왕조개전문,5.0
카페제이,3.0
시찌린,2.78
사바사바치킨&비어,3.13
8번가,3.22
느린토끼,3.5
애월집,4.0
베프상회,2.33
숟가락반상 마실,3.0
커피방,3.0
카페수요일,3.44
요인요아웃,3.8
마데린커피,3.29
고덕커피,2.6
커피볶는아침,3.33
엄마손만두,3.33
카페틸리,1.0
꾸러기분식,3.86
커피 코너칼럼,4.0
스타시티,4.0
미래로가자,4.0
시오미스시,4.0
요다래,4.0
씨푸드박스,2.43
나비소녀,5.0
분홍다이닝,2.86
대가식당,3.5
디어마이요거트,3.0
라베이크,3.25
유가네닭갈비,3.25
Cafe Asher,3.25
빈터커피로스터스,3.71
긴자,3.6
엔메르,4.0
메콩타이,3.4
타쿠미,2.78
꼼떼,3.0
김여사네국수,3.0
주문진,3.67
DE1993 쥬얼리카페,3.67
스시모루,2.0
원조숯불쭈꾸미,1.0
암사민물장어,2.4
최냉면,3.0
양철북,3.25
키읔피읖,3.75
으뜸횟집,3.0
진도아리랑,5.0
근초밥,3.75
솔리,4.0
스시꽃피다,3.25
코코플랑,2.5
고급아바이순대,2.25
천호977,3.67
살롱뒤파크,5.0
짝꿍제과,3.0
보성갈비,5.0
국민떡볶이,3.33
더식당,3.0
철원족발,4.25
유유자적,3.25
한방누룽지통닭,4.0
선남 sea,3.0
샬롬커피,2.0
덕구네복돈이,5.0
안남미가,2.0
봉트랩,2.86
길위의 파스타,3.5
고기감성,3.4
스타벅스,3.33
한왕스1980,2.5
여신족발,3.29
김사부샤브샤브 무한리필,3.5
진영면옥,3.0
세라즈피자펍,2.78
카페스미다,3.69
팔람까오,3.43
인크커피,3.6
호세가,2.67
춘천옥,3.33
동흥관,3.2
스시히또,3.17
왕게수산,3.5
단또,3.17
대구원조까미생막창누네서네,2.0
탁초밥,3.75
타미하우스,4.0
두껍삼,2.75
스시옥,2.83
상아탑분식,3.29
마하나콘,3.0
카페 트리니티 블랙,4.5
삼팔교자관,3.14
순대의명가미각,4.0
라시쓰커피,2.0
와룽 마칸 보로부둘,3.0
라티시크릿셰프,3.75
도원,3.33
휴스시,2.0
마라홀릭,5.0
떡볶이랑걸레만두랑,2.45
온초점,4.0
만두라,4.5
전주식당,2.4
뽕나무쟁이족발,3.67
을지로통일집,4.0
강창구찹쌀진순대,3.33
가산물갈비&백년불고기,4.33
홍수계안동찜닭,2.0
카페구움,2.0
포베이,3.0
쌍교숯불갈비,3.25
천지회관,4.0
복숭아꽃살구꽃,2.0
광명대창집,2.0
뜸들이다 시흥점,4.0
반포식스,2.67
빅터스버거,2.67
국수나무,3.67
히카,3.0
시골보쌈바지락칼국수,1.0
1인자감자탕,3.67
모나드커피로스터스,1.5
JVL부대찌개,3.67
카오룽,2.0
우미로드뽕전골,4.0
이자카야 별미,4.5
이음 망개떡,5.0
문래돼지불백,4.0
동남집,4.5
셀렉티,4.0
스시초이,4.67
미미초밥,1.5
문정곱창,2.75
개성손만두,4.33
정통춘천닭갈비,3.33
배스킨라빈스,4.0
쑥국당,4.5
부자아줌마,3.0
카페자작나무,5.0
송죽,2.0
순댕이네얼큰수제비,3.57
돼지분식,4.0
플레잉디오븐,4.0
카페로드,3.5
포보스,2.83
땡초불닭발,4.0
곱창나라,2.5
꽃히다,4.5
소공동뚝배기,4.0
식껍,4.0
25카츠,2.67
바르미샤브샤브n칼국수,1.67
귀빈순대국,4.33
스시천,2.5
하나스시,2.33
로스티드바이,2.67
탐나종합어시장,2.5
코야키친,2.0
금천골오리명가,5.0
살롱드디아망,4.0
흥부전놀부전,2.0
고기식당,5.0
고베소,4.0
허가네연탄불고기,4.0
김가네짜장,3.0
서귀포,3.0
미각양꼬치,5.0
장수명가,3.0
꽃향기칼국수,2.0
올래밥상,5.0
부산아지매국밥,3.0
리온즈펍,3.0
동대문털보네,4.0
남문만두칼국수,2.0
소담칼국수,3.33
오늘돈카츠,4.0
오이시이,2.5
미사리밀빛초계국수,3.0
옛날 닭꼬치 사골 부대찌게,2.0
육첩반상,3.0
강남찌개마을,4.0
가산어시장,2.0
자원방래,2.0
리가든,4.0
포인카츠,5.0
육전면사무소,1.67
선향정샤브샤브,2.0
토마토김밥,3.0
샘버거,3.0
샐러드로,4.0
청와삼대,4.0
티티베이커리,3.5
마드레파스타,3.0
두꺼비식당,5.0
나누다키친,4.0
촌닭,5.0
오감부대찌개와철판볶음,1.0
북촌삼대갈비,3.0
송탄부대찌개,5.0
남도분식,3.0
꼬치천하,5.0
한우마당,5.0
콘타이,4.0
정든소문난순대국,2.0
샐러드박스,4.0
홍천참숯화로구이,2.0
프랑세즈과자점,1.5
막회무침나라횟집,3.0
포차인닭갈비,2.67
명화곱창,2.67
혜화동돈까스,4.0
에그스탑,2.0
예원,4.0
우정초밥,3.65
카레,3.6
공푸,3.8
모짜,3.67
임금님자장면,4.3
도이칠란드 박,3.89
애정마라샹궈,3.4
바람난오리궁뎅이,3.87
고른햇살,3.47
팔백집,3.81
영순관,3.38
참나무닭나라,3.77
계모임,4.75
달밝은집,4.25
성북동메밀수제비누룽지백숙,3.47
성북동집,3.4
수아당,3.71
오스테리아치티,3.44
제주고깃집,3.7
살살솔트앤샐러드,3.38
토로생선구이,3.78
스시 오오시마,3.08
청수장,3.54
동우설렁탕,3.4
병과점임오반,3.8
김통,3.27
한상차림밥상,3.33
샤뽀블랑,3.67
샌드위치하우스,3.6
모소리,3.5
오버스토리,2.67
디프커피,3.57
명문막국수,3.0
비나케이크,3.13
일흥콩나물해장국,3.0
정가네지짐이,2.86
동선식당,2.71
바테일러,3.0
디어브레드,2.9
라라면가,3.53
제뉴어리피크닉,3.0
히포크라테스 스프,3.27
봉화묵집,3.2
일상,3.1
안선생주가,3.4
할매숯불닭갈비,3.13
백두산양꼬치구이,3.53
루틴,3.15
사랑마라탕,3.27
이공김밥,3.43
바스크,3.67
카페애일 ,3.5
블랑제메종북악,2.8
성북동면옥집,3.1
너의냠냠버거,3.4
안동반점,3.27
오샬,3.4
국시집,3.1
샐러드프린세스,3.53
해로커피,3.71
야마토텐동,3.33
모블러,3.93
리이케,3.0
우주제빵소,3.6
어흥식당,3.73
카페그레도,3.9
폴드커피,3.29
청춘예찬,3.8
카페58.4,2.78
샐러데이,3.13
58도씨,3.0
포테이토101,3.6
본크레페,3.33
와플앨리,3.11
밀곳간,2.75
돈암순대,3.87
달콤한위로,3.0
밀월,2.2
일미옥,3.2
이세돈가스,3.67
유목커피바,3.2
슬로우브레드파파,2.92
춘자,3.7
북경양꼬치,3.47
커피수공업,3.8
호랑이김밥,3.0
데일리트로피칼,3.86
버블티킹,3.85
수연산방,3.71
로스디아스,3.33
제순식당,3.4
꽌부이,3.0
메종드루즈,3.0
송림원,3.67
태조감자국,3.07
창신동매운족발,3.33
커피스토어,3.29
라이라이라이,3.17
마몽함박,3.88
문화식당,3.22
더허브,3.45
미스터국밥,3.36
더베리와플,3.6
마온,4.0
프로마치,3.4
알렉스더커피,3.6
쓰리로보스,2.93
용초수,2.7
성북동돼지갈비집,3.07
포도집,3.2
카페 원오프,2.9
더홈서울,3.67
아뜰리에에마미,2.86
마이란,3.5
삼통치킨,3.4
성북동 이안,2.8
구포국수,3.1
소담,2.88
마이버터드림 (휴업중),3.0
애정훠궈,3.22
밥짓고티우림,3.0
정상호프,3.13
핸썸베이글,2.93
황준호베이커리,3.2
한잔의추억,3.26
돈까스하우스,4.14
조비스그릴,3.5
천막집,2.8
윤휘식당,2.87
가부,3.23
어스핸드위치,3.27
몰리고몰리다,3.5
언니네반점,3.0
쌍다리돼지불백,3.53
소테,3.13
마이셰프,3.42
매스플레이트,2.93
모이리타,3.27
기차순대국,3.25
치즈를사랑한찜닭,2.62
테이블담소,3.0
427월곡닭갈비,3.5
유자유김치떡볶이,2.73
김태완의 초밥좋은날,2.85
놈,2.93
옛날중국집,2.67
로맨틱식탁,2.87
정만,3.08
미아리우동집,1.88
석관시장떡볶이,3.14
쵸이양식,3.25
서울쌈냉면,3.47
하단,2.73
무르무르드구스토,3.3
오박사네왕돈가스,2.0
카페 까쉬,2.86
갱상도갱양식,2.7
쿠이도라쿠라멘,2.73
네임드에스프레소,3.46
추억의 옛날떡볶이,2.8
도쿄커틀릿,3.33
피알디,3.0
성북동 빵공장,2.93
성북동디너쑈,2.8
금왕돈까스,3.13
벤베누토,3.4
모던바이츠,3.29
나카노라멘,3.73
온달왕돈까스,2.74
옥두헌손두부가,3.0
봉파레트,3.33
이립스,3.64
소마,3.0
동병상련,4.0
카페잇,2.33
숙수도가,4.67
프로젝트얼스,3.27
