,이름,평점,주소,좌표,구
2001,소바식당,3.8,서울특별시 성동구 연무장7가길 6,"(37.5429692, 127.0549725)",성동구
2002,도렐,4.0,서울특별시 성동구 연무장7길 11 1F,"(37.5438046, 127.0543237)",성동구
2003,오스테리아 쟌니,4.0,서울특별시 성동구 연무장길 109 1F,"(37.5408173, 127.0612787)",성동구
2004,보이어,4.5,서울특별시 성동구 연무장길 14-2 1F,"(37.5436176, 127.0508916)",성동구
2005,positive zero LOUNGE,3.9,서울특별시 성동구 연무장길 14-2 B1,"(37.5436176, 127.0508916)",성동구
2006,이태리차차,3.9,서울특별시 성동구 연무장길 14-5,"(37.5434142, 127.0510334)",성동구
2007,오드투스윗,3.8,서울특별시 성동구 연무장길 20,"(37.5434045, 127.0515009)",성동구
2008,가조쿠,4.3,서울특별시 성동구 연무장길 31-2 1F,"(37.543193, 127.0531036)",성동구
2009,스탠서울,3.9,서울특별시 성동구 연무장길 33 1층,"(37.5431304, 127.0532753)",성동구
2010,카페연무장,3.9,서울특별시 성동구 연무장길 36 쏘비트타워 8F,"(37.5428536, 127.0533266)",성동구
2011,넛츠버거,4.3,서울특별시 성동구 연무장길 37-7 1F,"(37.5432046, 127.0535482)",성동구
2012,백정돈공장,3.9,서울특별시 성동구 연무장길 38-2,"(37.5427799, 127.0537324)",성동구
2013,다포케,4.3,서울특별시 성동구 연무장길 41,"(37.5429236, 127.0538913)",성동구
2014,쓰리오브어스,4.0,서울특별시 성동구 연무장길 41-18,"(37.5432088, 127.0541796)",성동구
2015,성수부두,4.3,서울특별시 성동구 연무장길 41-26 B1,"(37.5433788, 127.0542589)",성동구
2016,뺑드에코,4.1,서울특별시 성동구 연무장길 44 2F,"(37.5426789, 127.0540573)",성동구
2017,소문난성수감자탕,4.1,서울특별시 성동구 연무장길 45,"(37.5428492, 127.0544003)",성동구
2018,나누리잡화점,3.9,서울특별시 성동구 연무장길 47,"(37.5427671, 127.0547193)",성동구
2019,TBD,4.1,서울특별시 성동구 연무장길 6,"(37.5438642, 127.0501801)",성동구
2020,컨템포,3.9,서울특별시 성동구 연무장길 7-1,"(37.5439657, 127.0504798)",성동구
2021,우동가조쿠,4.2,서울특별시 성동구 연무장길 9,"(37.5432271, 127.0559814)",성동구
2022,미도림,4.2,서울특별시 성동구 왕십리로 108 3F,"(37.5471599, 127.0447833)",성동구
2023,훼미리손칼국수,4.0,서울특별시 성동구 왕십리로 134,"(37.5494775, 127.0446801)",성동구
2024,팩피,4.4,서울특별시 성동구 왕십리로 136 102호,"(37.5496496, 127.0445693)",성동구
2025,키커피 컴퍼니,3.9,서울특별시 성동구 왕십리로 269 1F,"(37.5584338, 127.0373571)",성동구
2026,몽쥬빠티세리,3.9,서울특별시 성동구 왕십리로 410 E동 104호,"(37.5549336, 127.0367427)",성동구
2027,소랑호젠,4.4,서울특별시 성동구 왕십리로 58,"(37.5429264, 127.0447377)",성동구
2028,팜티진,4.2,서울특별시 성동구 왕십리로 58 서울숲포휴,"(37.5427787, 127.045065)",성동구
2029,한냄비,4.2,서울특별시 성동구 왕십리로 66-26 우성빌딩,"(37.543009, 127.0450286)",성동구
2030,티핀,3.9,서울특별시 성동구 왕십리로 86,"(37.5451731, 127.0452239)",성동구
2031,밀도,4.2,서울특별시 성동구 왕십리로 96,"(37.546201, 127.0448702)",성동구
2032,미디엄스톤,3.9,서울특별시 성동구 왕십리로10길 18-1 1F,"(37.5464953, 127.0465051)",성동구
2033,카페테리아 라루나,3.8,서울특별시 성동구 왕십리로11길 7,"(37.5484828, 127.0433586)",성동구
2034,바이 레인,3.9,서울특별시 성동구 왕십리로14길 12 1F,"(37.5489556, 127.0451044)",성동구
2035,녹마이,3.8,서울특별시 성동구 왕십리로14길 18 102호,"(37.5485937, 127.0455854)",성동구
2036,온더,4.1,서울특별시 성동구 왕십리로14길 23 1F,"(37.5485244, 127.0463774)",성동구
2037,프라이데이무브먼트,3.9,서울특별시 성동구 왕십리로14길 7,"(37.5494199, 127.0450238)",성동구
2038,야마타니우동,4.0,서울특별시 성동구 왕십리로21길 11 1F,"(37.5613219, 127.0331988)",성동구
2039,봉순이네다락방,3.9,서울특별시 성동구 왕십리로21길 13-1,"(37.5610921, 127.0329743)",성동구
2040,춘향미엔,4.5,서울특별시 성동구 왕십리로21길 26,"(37.5605055, 127.0319858)",성동구
2041,엽기꼼닭발,3.9,서울특별시 성동구 왕십리로22길 3,"(37.5625881, 127.0342215)",성동구
2042,돈까스전원,4.3,서울특별시 성동구 왕십리로24길 13,"(37.5636043, 127.0340839)",성동구
2043,만나떡볶이,4.1,서울특별시 성동구 왕십리로24길 27,"(37.5647988, 127.0342688)",성동구
2044,멘야코노하,3.8,서울특별시 성동구 왕십리로4길 10-1,"(37.5456235, 127.0458825)",성동구
2045,카린지 ,4.1,서울특별시 성동구 왕십리로4길 10-3,"(37.5457197, 127.0459627)",성동구
2046,로우커피스탠드,4.5,서울특별시 성동구 왕십리로4길 28-2 1F,"(37.547089, 127.0465948)",성동구
2047,버섯집,4.1,서울특별시 성동구 왕십리로5길 9-10,"(37.5466489, 127.0440995)",성동구
2048,더파머스카페,4.2,서울특별시 성동구 왕십리로6길 11 1F,"(37.5459666, 127.0460739)",성동구
2049,기연각,3.8,서울특별시 성동구 용답중앙길 76,"(37.5629854, 127.0536784)",성동구
2050,모찌모찌,4.1,서울특별시 성동구 한림말3길 14,"(37.54235, 127.0160162)",성동구
2051,스탠다드 빌라,3.8,서울특별시 성동구 한림말3길 27-1 1F,"(37.5434237, 127.0152145)",성동구
2052,옥수동 화덕피자,4.4,서울특별시 성동구 한림말3길 27-1 2F,"(37.5434237, 127.0152145)",성동구
2053,옥정김밥,4.0,서울특별시 성동구 한림말3길 28-9,"(37.5434641, 127.0155195)",성동구
2054,제이드앤워터,4.4,서울특별시 성동구 한림말3길 29,"(37.5436145, 127.0153003)",성동구
2055,마이 314,4.0,서울특별시 성동구 한림말3길 32-2,"(37.5436568, 127.0156166)",성동구
2056,더코너키친,4.2,서울특별시 성동구 한림말3길 8,"(37.5418039, 127.0165451)",성동구
2057,이스파이,4.0,서울특별시 성동구 한림말길 17 1F,"(37.5409506, 127.0130959)",성동구
2058,로컬릿,4.6,서울특별시 성동구 한림말길 33 2F,"(37.5409203, 127.0147439)",성동구
2059,청춘극장,3.9,서울특별시 성동구 행당로 112-5,"(37.5576956, 127.031265)",성동구
2060,만두전빵,4.1,서울특별시 성동구 행당로15길 2,"(37.5582577, 127.0319096)",성동구
2061,꼬랑치킨,4.3,서울특별시 성동구 행당로17길 11,"(37.5593814, 127.0333507)",성동구
2062,푸줏간생고기점,4.2,서울특별시 성동구 행당로17길 24,"(37.5603528, 127.0332498)",성동구
2063,왕십리오리사냥,3.9,서울특별시 성동구 행당로17길 7,"(37.559033, 127.0333834)",성동구
2064,소미연,4.0,서울특별시 송파구 가락로 100,"(37.5008384, 127.1071573)",송파구
2065,황산냉면,4.3,서울특별시 송파구 가락로 257,"(37.5109095, 127.1184391)",송파구
2066,송파감자국,4.3,서울특별시 송파구 가락로 82 영신빌딩 1F,"(37.5002877, 127.1053521)",송파구
2067,라쁘띠,3.9,서울특별시 송파구 가락로11길 19 1F,"(37.5020251, 127.1040658)",송파구
2068,수망,4.2,서울특별시 송파구 가락로19길 6 1F,"(37.502849, 127.1111484)",송파구
2069,피치그레이,3.8,서울특별시 송파구 가락로21길 14-1 1F,"(37.5036315, 127.1109514)",송파구
2070,엄지손칼국수,4.1,서울특별시 송파구 가락로28길 15,"(37.5058044, 127.1176191)",송파구
2071,장칼집,3.9,서울특별시 송파구 가락로6길 3,"(37.49927330000001, 127.1026431)",송파구
2072,홍종흔베이커리,3.9,서울특별시 송파구 동남로 157 B1,"(37.5013953, 127.1342997)",송파구
2073,모범가츠,3.9,서울특별시 송파구 동남로2길 8,"(37.4884083, 127.1222983)",송파구
2074,라치오,3.8,서울특별시 송파구 동남로4길 20,"(37.4883437, 127.1245245)",송파구
2075,프라자손칼국수,3.9,서울특별시 송파구 문정로 125,"(37.49069679999999, 127.1312532)",송파구
2076,송쉐프,3.9,서울특별시 송파구 백제고분로 357,"(37.5079559, 127.0981246)",송파구
2077,그릴210버거,4.0,서울특별시 송파구 백제고분로 393 황제빌딩 1F,"(37.5066897, 127.1089278)",송파구
2078,자몽하다,4.3,서울특별시 송파구 백제고분로 438,"(37.5096778, 127.1121804)",송파구
2079,이치고,4.4,서울특별시 송파구 백제고분로11길 6-7 1F,"(37.5074401, 127.0800982)",송파구
2080,트레스드,3.9,서울특별시 송파구 백제고분로15길 50 1F,"(37.5097286, 127.0847167)",송파구
2081,하얼빈양꼬치,4.5,서울특별시 송파구 백제고분로17길 45 1F,"(37.5096611, 127.0851971)",송파구
2082,라미아파밀리아,4.5,서울특별시 송파구 백제고분로18길 5,"(37.5045717, 127.0849266)",송파구
2083,사카바게라게라,3.9,서울특별시 송파구 백제고분로21길 15,"(37.5052925, 127.0901681)",송파구
2084,수수앤핫커리핫도그,4.0,서울특별시 송파구 백제고분로28길 10,"(37.50215499999999, 127.0919253)",송파구
2085,피제리아다븟,4.1,서울특별시 송파구 백제고분로36길 30 1F,"(37.5031199, 127.1005081)",송파구
2086,오로라경양식,4.0,서울특별시 송파구 백제고분로39길 33,"(37.5070131, 127.1033139)",송파구
2087,쥬뗑뷔뜨,3.9,서울특별시 송파구 백제고분로40길 14 1F,"(37.5033824, 127.106367)",송파구
2088,르빵,3.9,서울특별시 송파구 백제고분로41길 12,"(37.5071598, 127.1081791)",송파구
2089,팻어케이크,3.9,서울특별시 송파구 백제고분로41길 20,"(37.5077265, 127.1075695)",송파구
2090,야끼소바니주마루,4.3,서울특별시 송파구 백제고분로41길 21,"(37.5078671, 127.1070917)",송파구
2091,씨젬므쥬르,3.9,서울특별시 송파구 백제고분로41길 25,"(37.5079953, 127.106899)",송파구
2092,모토쿠라시,3.9,서울특별시 송파구 백제고분로41길 27 202호,"(37.5082545, 127.1066165)",송파구
2093,젤라떼리아도도,3.8,서울특별시 송파구 백제고분로41길 27-25 1F,"(37.5073929, 127.1058724)",송파구
2094,바베네,4.3,서울특별시 송파구 백제고분로41길 42-11 1F,"(37.5098803, 127.1060633)",송파구
2095,벨라스 가든,3.8,서울특별시 송파구 백제고분로41길 42-19,"(37.5100441, 127.1062762)",송파구
2096,그리지하우스,4.3,서울특별시 송파구 백제고분로41길 43-17,"(37.5086949, 127.1049248)",송파구
2097,오스테리아세콘디,4.0,서울특별시 송파구 백제고분로42길 4,"(37.50579099999999, 127.1092371)",송파구
2098,사사노하,4.1,서울특별시 송파구 백제고분로42길 4-13,"(37.5054707, 127.1088179)",송파구
2099,콘메,3.9,서울특별시 송파구 백제고분로42길 6-30 1F,"(37.5048976, 127.1082264)",송파구
2100,뷰클랜드,4.2,서울특별시 송파구 백제고분로43길 10,"(37.5083192, 127.1095803)",송파구
2101,리프커피바,3.9,서울특별시 송파구 백제고분로43길 24,"(37.5092103, 127.1082577)",송파구
2102,라뿔,4.1,서울특별시 송파구 백제고분로43길 7,"(37.5080782, 127.1096352)",송파구
2103,카페페퍼,3.9,서울특별시 송파구 백제고분로45길 12,"(37.5095858, 127.1101331)",송파구
2104,프레스커피,3.8,서울특별시 송파구 백제고분로45길 17-3 4F,"(37.5096451, 127.109516)",송파구
2105,오쓰세이로무시,4.1,서울특별시 송파구 백제고분로45길 30,"(37.510441, 127.1084749)",송파구
2106,도요스6가,4.2,서울특별시 송파구 백제고분로45길 40 트윈레이크팰리스,"(37.50791359999999, 127.0944454)",송파구
2107,갓잇,4.2,서울특별시 송파구 백제고분로45길 4-14,"(37.5096154, 127.1113136)",송파구
2108,레브어,4.7,서울특별시 송파구 백제고분로45길 6 1F,"(37.5092297, 127.110825)",송파구
2109,피자네버슬립스,3.9,서울특별시 송파구 백제고분로45길 6 B1,"(37.5092297, 127.110825)",송파구
2110,단디,4.0,서울특별시 송파구 백제고분로45길 7,"(37.5091835, 127.1103132)",송파구
2111,세련,3.9,서울특별시 송파구 백제고분로45길 8-1,"(37.5093947, 127.1104792)",송파구
2112,얼터너티브,3.9,서울특별시 송파구 백제고분로46길 26-1,"(37.5074201, 127.1137884)",송파구
2113,옥기린,4.3,서울특별시 송파구 백제고분로7길 16-3 1F,"(37.5102985, 127.0808379)",송파구
2114,만족오향족발,3.9,서울특별시 송파구 백제고분로7길 28-17,"(37.50992, 127.0823356)",송파구
2115,신천샤브칼국수,4.1,서울특별시 송파구 백제고분로7길 33 2F,"(37.5108961, 127.0825951)",송파구
2116,알라딘의양고기,4.4,서울특별시 송파구 백제고분로7길 42-16,"(37.5100829, 127.0836955)",송파구
2117,부산양곱창,3.8,서울특별시 송파구 백제고분로7길 52-24,"(37.5096891, 127.0848563)",송파구
2118,도삭면공방,3.9,서울특별시 송파구 백제고분로7길 8-12,"(37.50984649999999, 127.0797101)",송파구
2119,늘푸른목장,3.9,서울특별시 송파구 백제고분로9길 34,"(37.5095384, 127.0826242)",송파구
2120,오징어세상,4.3,서울특별시 송파구 백제고분로9길 42 1F,"(37.5097616, 127.0836372)",송파구
2121,흥도식당,4.2,서울특별시 송파구 법원로 114 엠스테이트 B동 B1 155-1호,"(37.4941097, 127.0106092)",송파구
2122,스시야츠,3.9,서울특별시 송파구 법원로 128 sk v1 gl메트로시티 B동 132-1호,"(37.4869179, 127.1195924)",송파구
2123,유원설렁탕,4.1,서울특별시 송파구 삼전로 90,"(37.5062821, 127.0900849)",송파구
2124,미타우동,3.9,서울특별시 송파구 삼전로12길 4,"(37.5063797, 127.0903994)",송파구
2125,스시다원,4.1,서울특별시 송파구 삼전로12길 6 1F,"(37.5063242, 127.0906397)",송파구
2126,정라멘,4.4,서울특별시 송파구 삼전로12길 7,"(37.50646589999999, 127.0910282)",송파구
2127,콰이어트 크림티,4.5,서울특별시 송파구 삼전로12길 7,"(37.50646589999999, 127.0910282)",송파구
2128,부일갈매기,4.4,서울특별시 송파구 삼전로13길 4,"(37.507241, 127.0898821)",송파구
2129,코스모스시,4.2,서울특별시 송파구 삼전로7길 15,"(37.5054473, 127.0868862)",송파구
2130,안재식당,4.2,서울특별시 송파구 삼전로9길 5-2,"(37.506123, 127.0886164)",송파구
2131,Murmur,3.8,서울특별시 송파구 삼학사로18길 5,"(37.5044325, 127.0977575)",송파구
2132,연백냉면,3.9,서울특별시 송파구 새말로12길 7,"(37.482632, 127.1292971)",송파구
2133,조광 201,3.9,서울특별시 송파구 새말로8길 13 2F,"(37.48148880000001, 127.126764)",송파구
2134,스시산,3.9,서울특별시 송파구 석촌호수로 118 잠실청호빌딩 2F,"(37.507443, 127.090043)",송파구
2135,일도씨찜닭,3.8,서울특별시 송파구 석촌호수로 258 아르누보팰리스 1F,"(37.5092567, 127.1051263)",송파구
2136,뉴질랜드스토리,4.4,서울특별시 송파구 석촌호수로 268,"(37.5096884, 127.105707)",송파구
2137,라이언하트,4.1,서울특별시 송파구 석촌호수로 284 B 104호,"(37.5106764, 127.1069564)",송파구
2138,위커파크,3.8,서울특별시 송파구 석촌호수로 298,"(37.511509, 127.1081523)",송파구
2139,타코비&치즈볼,4.3,서울특별시 송파구 석촌호수로 58 동신빌딩 1F,"(37.5053214, 127.0504086)",송파구
2140,효모,3.9,서울특별시 송파구 석촌호수로12길 20 105호,"(37.5089506, 127.0842013)",송파구
2141,파오파오,4.4,서울특별시 송파구 석촌호수로12길 22,"(37.50891300000001, 127.0839982)",송파구
2142,홍코너,4.0,서울특별시 송파구 석촌호수로12길 23 1F,"(37.5086675, 127.0837184)",송파구
2143,홍팥집,4.0,서울특별시 송파구 성내천로 77,"(37.5015657, 127.1382359)",송파구
2144,오향가,4.6,서울특별시 송파구 송이로 106,"(37.4967235, 127.121363)",송파구
2145,라오빠빠,4.1,서울특별시 송파구 송이로17길 57,"(37.5020212, 127.1253012)",송파구
2146,가락골마산아구찜,3.8,서울특별시 송파구 송이로19길 3,"(37.4974234, 127.1217031)",송파구
2147,무국적 식당 주철,4.0,서울특별시 송파구 송파대로 167 테라타워1 A동 121호,"(37.4856859, 127.1193237)",송파구
2148,혜영식당,3.9,서울특별시 송파구 송파대로20길 4,"(37.485444, 127.1232896)",송파구
2149,진성한우곱창,3.8,서울특별시 송파구 송파대로28길 27 성원상떼빌 1F,"(37.4950134, 127.1204127)",송파구
2150,밀각,4.4,서울특별시 송파구 송파대로28길 27 성원쌍떼빌101동 116호,"(37.4950134, 127.1204127)",송파구
2151,함경도찹쌀순대,4.0,서울특별시 송파구 송파대로28길 32,"(37.4946992, 127.1212883)",송파구
2152,냠냠물고기,3.9,서울특별시 송파구 송파대로30길 41-21,"(37.4969708, 127.1206861)",송파구
2153,본투비블루,3.9,서울특별시 송파구 송파대로32길 15 금호아파트상가 1F 120호,"(37.4967125, 127.1160969)",송파구
2154,코끼리 the salad cafe,4.3,서울특별시 송파구 송파대로37길 92 1F,"(37.4988365, 127.1021926)",송파구
2155,카페싱송,3.9,서울특별시 송파구 송파대로42길 6-1,"(37.5046203, 127.108854)",송파구
2156,오린지,4.2,서울특별시 송파구 송파대로48길 19,"(37.5095403, 127.1062608)",송파구
2157,디저티스트,4.6,서울특별시 송파구 송파대로48길 37 호수임광아파트 상가동 2F,"(37.5102662, 127.1072641)",송파구
2158,잠수교집,4.3,서울특별시 송파구 송파대로49길 51,"(37.5058491, 127.0991961)",송파구
2159,용기수산,4.1,서울특별시 송파구 양재대로 932,"(37.492994, 127.112326)",송파구
2160,온달수산,4.3,서울특별시 송파구 양재대로 932 농수산물도매시장,"(37.4919364, 127.1127869)",송파구
2161,스시작,4.6,서울특별시 송파구 양재대로71길 13,"(37.5103724, 127.1252162)",송파구
2162,봉피양,4.4,서울특별시 송파구 양재대로71길 1-4,"(37.5099679, 127.1261994)",송파구
2163,개군할머니토종순대국,4.0,서울특별시 송파구 양재대로71길 16,"(37.5107123, 127.1252428)",송파구
2164,큐스시,4.1,서울특별시 송파구 양재대로72길 17,"(37.5092382, 127.1290175)",송파구
2165,프레드릭베이커리,4.0,서울특별시 송파구 오금로 137,"(37.5113474, 127.1103791)",송파구
2166,할머니포장마차멸치국수,4.3,서울특별시 송파구 오금로11길 59,"(37.5152441, 127.1135692)",송파구
2167,차고버거,4.2,서울특별시 송파구 오금로11길 61-11 엘엠오오피스텔 1F,"(37.5154848, 127.1139487)",송파구
2168,가일,4.1,서울특별시 송파구 오금로11길 61-17,"(37.5157818, 127.1141318)",송파구
2169,진대감,3.9,서울특별시 송파구 오금로13길 6,"(37.5130457, 127.1084405)",송파구
2170,파티세리도효,3.8,서울특별시 송파구 오금로16길 10 목연빌딩 2F,"(37.5107681, 127.1087221)",송파구
2171,미엔아이,4.4,서울특별시 송파구 오금로16길 5 1F,"(37.5108602, 127.1091)",송파구
2172,팔각동(휴업중),3.9,서울특별시 송파구 오금로17길 6 1F,"(37.5112089, 127.1116148)",송파구
2173,오키나와블루,4.2,서울특별시 송파구 오금로17길 7,"(37.5114382, 127.1114266)",송파구
2174,신양로스터스,4.3,서울특별시 송파구 오금로18길 3,"(37.5103514, 127.1109339)",송파구
2175,부부횟집,4.0,서울특별시 송파구 오금로18길 4,"(37.510437, 127.110692)",송파구
2176,바삭한식당,4.0,서울특별시 송파구 오금로29길 3,"(37.5070387, 127.1208745)",송파구
2177,방이샤브샤브칼국수,4.1,서울특별시 송파구 오금로31길 42,"(37.5092475, 127.123337)",송파구
2178,옥돌현옥,4.3,서울특별시 송파구 오금로36길 26-1,"(37.5015002, 127.1240576)",송파구
2179,초이스시,3.8,서울특별시 송파구 올림픽로 145,"(37.5119423, 127.0870254)",송파구
2180,바토스,4.3,서울특별시 송파구 올림픽로 240,"(37.5112348, 127.0980274)",송파구
2181,도림,4.1,서울특별시 송파구 올림픽로 240 32F,"(37.5112348, 127.0980274)",송파구
2182,콩카페,3.9,서울특별시 송파구 올림픽로 240 B1,"(37.5112348, 127.0980274)",송파구
2183,한양중식,3.9,서울특별시 송파구 올림픽로 240 롯데마트 6F,"(37.5115176, 127.0963012)",송파구
2184,팀호완,4.1,서울특별시 송파구 올림픽로 240 롯데백화점 잠실점 2F,"(37.5121997, 127.0994558)",송파구
2185,공주떡집,4.1,서울특별시 송파구 올림픽로 240 롯데백화점 잠실점 B1,"(37.5121997, 127.0994558)",송파구
2186,베테랑칼국수,4.1,서울특별시 송파구 올림픽로 240 롯데백화점 잠실점 B1,"(37.5121997, 127.0994558)",송파구
2187,파스퇴르 밀크바,4.0,서울특별시 송파구 올림픽로 240 롯데백화점잠실점 B1,"(37.5121997, 127.0994558)",송파구
2188,라세느,4.0,서울특별시 송파구 올림픽로 240 롯데호텔월드 2F,"(37.511534, 127.099981)",송파구
2189,파티세리김영모,4.1,서울특별시 송파구 올림픽로 300,"(37.5134449, 127.1041611)",송파구
2190,이성당카페,3.9,서울특별시 송파구 올림픽로 300 6F,"(37.5134449, 127.1041611)",송파구
2191,길리안초콜릿카페,3.8,서울특별시 송파구 올림픽로 300 롯데월드몰,"(37.5135381, 127.1041202)",송파구
2192,포숑,4.2,서울특별시 송파구 올림픽로 300 롯데월드몰 1F,"(37.5135381, 127.1041202)",송파구
2193,소울컵,3.9,서울특별시 송파구 올림픽로 300 롯데월드몰 2F,"(37.5135381, 127.1041202)",송파구
2194,바이킹스워프,3.8,서울특별시 송파구 올림픽로 300 롯데월드몰 4F,"(37.5137161, 127.1051931)",송파구
2195,파스퇴르밀크바,3.9,서울특별시 송파구 올림픽로 300 롯데월드몰 4F,"(37.5137161, 127.1051931)",송파구
2196,뉴오리진,3.9,서울특별시 송파구 올림픽로 300 롯데월드몰 4F,"(37.5137161, 127.1051931)",송파구
2197,대중음악박물관,3.9,서울특별시 송파구 올림픽로 300 롯데월드몰 5F,"(37.5135381, 127.1041202)",송파구
2198,옥인피자,4.3,서울특별시 송파구 올림픽로 300 롯데월드몰 5F,"(37.5135381, 127.1041202)",송파구
2199,가렛팝콘샵,3.9,서울특별시 송파구 올림픽로 300 롯데월드몰 B1,"(37.5135381, 127.1041202)",송파구
2200,키친205,3.9,서울특별시 송파구 올림픽로 300 롯데월드몰 B1,"(37.5135381, 127.1041202)",송파구
2201,브럭시,4.2,서울특별시 송파구 올림픽로 300 롯데월드몰 B1,"(37.5135381, 127.1041202)",송파구
2202,원조공주떡집,3.9,서울특별시 송파구 올림픽로 300 롯데월드몰 식당가 5F,"(37.5134938, 127.1032607)",송파구
2203,피에프창,4.0,서울특별시 송파구 올림픽로 300 롯데월드몰 캐쥬얼동 5F,"(37.5137161, 127.1051931)",송파구
2204,시그니엘 서울 더라운지,3.8,서울특별시 송파구 올림픽로 300 롯데월드타워 79F,"(37.5126252, 127.1026583)",송파구
2205,비채나,4.3,서울특별시 송파구 올림픽로 300 롯데월드타워 81F,"(37.5127207, 127.1025581)",송파구
2206,촙촙,4.1,서울특별시 송파구 올림픽로 300 롯데월드타워앤롯데월드몰 B1,"(37.5135381, 127.1041202)",송파구
2207,겟썸커피,3.8,서울특별시 송파구 올림픽로 300 잠실에비뉴엘 6F,"(37.5129183, 127.1016887)",송파구
2208,카페 앙떼띠,3.9,서울특별시 송파구 올림픽로 342,"(37.5156421, 127.1082615)",송파구
2209,해주찹쌀순대,4.2,서울특별시 송파구 올림픽로12길 28,"(37.5090697, 127.0831774)",송파구
2210,마라고메,3.9,서울특별시 송파구 올림픽로32길 13,"(37.5148902, 127.1092817)",송파구
2211,동래별장,3.9,서울특별시 송파구 올림픽로32길 18-11 1F,"(37.5140397, 127.1088201)",송파구
2212,별미곱창,4.2,서울특별시 송파구 올림픽로32길 22,"(37.5139983, 127.1093013)",송파구
2213,소담정,4.1,서울특별시 송파구 올림픽로32길 22-22,"(37.5136604, 127.1082296)",송파구
2214,육화식당,4.3,서울특별시 송파구 올림픽로32길 29 유성빌딩,"(37.5134881, 127.1099026)",송파구
2215,공룡떡볶이,4.2,서울특별시 송파구 올림픽로32길 36,"(37.5129916, 127.110113)",송파구
2216,더마칸,4.6,서울특별시 송파구 올림픽로32길 37-4 1F,"(37.5132039, 127.1105404)",송파구
2217,송계옥,4.3,서울특별시 송파구 올림픽로32길 38 103-104호,"(37.5128564, 127.1103409)",송파구
2218,청화초밥,4.1,서울특별시 송파구 올림픽로32길 41,"(37.5128952, 127.1109512)",송파구
2219,니꾸바시야,4.1,서울특별시 송파구 올림픽로32길 45 103호,"(37.512804, 127.1111616)",송파구
2220,서두산딤섬만두,4.1,서울특별시 송파구 올림픽로32길 52,"(37.5123406, 127.1117315)",송파구
2221,카레바시야,3.9,서울특별시 송파구 올림픽로32길 57 104호,"(37.5122773, 127.1125365)",송파구
2222,츠쿠모,4.1,서울특별시 송파구 올림픽로32길 58 1F,"(37.5120304, 127.1124195)",송파구
2223,세이류,4.7,서울특별시 송파구 올림픽로35가길 9 B1 B35호,"(37.517654, 127.1035761)",송파구
2224,연어식당,3.9,서울특별시 송파구 올림픽로35가길 9 잠실 푸르지오월드마크 상가 1F 132호,"(37.5175312, 127.103575)",송파구
2225,시부야돈까스,3.9,서울특별시 송파구 올림픽로35길 112 B상가 B1 15호,"(37.5188607, 127.0992536)",송파구
2226,라멘쨩,4.0,서울특별시 송파구 올림픽로35길 112 장미종합상가B동 B1 6호,"(37.5188607, 127.0992536)",송파구
2227,콩당콩당,4.0,서울특별시 송파구 올림픽로4길 17 아시아선수촌아파트 C상가 2F,"(37.5075096, 127.0769621)",송파구
2228,몽중헌,4.4,서울특별시 송파구 위례성대로 10 S타워 20-21F,"(37.5166833, 127.1134764)",송파구
2229,라미옥,4.0,서울특별시 송파구 위례성대로 114 1F,"(37.512821, 127.1242929)",송파구
2230,스타쉐프 바이 후남,4.2,서울특별시 송파구 위례성대로 134 한스빌딩 5F,"(37.4864719, 127.1158473)",송파구
2231,한아람정육식당,4.4,서울특별시 송파구 위례성대로 34 지산빌딩 2F,"(37.515768, 127.1160507)",송파구
2232,청와옥,3.9,서울특별시 송파구 위례성대로 48 반도빌딩 1F,"(37.515288, 127.1175109)",송파구
2233,산들해,4.1,서울특별시 송파구 위례성대로 6,"(37.5127868, 127.1166466)",송파구
2234,골든타이,3.8,서울특별시 송파구 위례성대로 66 1F,"(37.5146643, 127.1194096)",송파구
2235,정목누룽지백숙,4.2,서울특별시 송파구 위례성대로12길 11,"(37.512545, 127.1225576)",송파구
2236,Le Sud Seoul,3.8,서울특별시 송파구 위례성대로12길 18 에이치에스빌딩,"(37.5120357, 127.1218102)",송파구
2237,살롱드쥬,4.2,서울특별시 송파구 위례성대로12길 4 으뜸빌딩 1F,"(37.5133168, 127.1226322)",송파구
2238,렌토,3.9,서울특별시 송파구 위례성대로12길 5-6,"(37.5129778, 127.1230841)",송파구
2239,육분삼십,4.0,서울특별시 송파구 위례성대로16길 25 금양빌딩 1F,"(37.5104946, 127.1241866)",송파구
2240,포유티,4.0,서울특별시 송파구 위례성대로18길 28-13,"(37.5099547, 127.1242868)",송파구
2241,조용,4.3,서울특별시 송파구 위례성대로18길 31-8 1F,"(37.5093037, 127.1252016)",송파구
2242,브로버거,4.3,서울특별시 송파구 위례성대로20길 22 정남빌딩 1F,"(37.5094056, 127.1273732)",송파구
2243,춘향골남원추어탕,4.0,서울특별시 송파구 위례성대로22길 18 이시돌빌딩,"(37.5087113, 127.1304008)",송파구
2244,프로퍼커피바,3.8,서울특별시 송파구 위례성대로22길 6,"(37.5096653, 127.1311074)",송파구
2245,토키야,3.9,서울특별시 송파구 위례성대로2길 8,"(37.5163586, 127.1133151)",송파구
2246,더이탈리안클럽,3.9,서울특별시 송파구 잠실로 209 KT송파타워 2F,"(37.5130506, 127.0915464)",송파구
2247,이경진우렁쌈밥정식,4.0,서울특별시 송파구 중대로 310,"(37.5077957, 127.13345)",송파구
