이름,평점,주소,좌표,구,위도,경도,Cluster
은혜떡볶이,3.7,서울특별시 광진구 광나루로 384 2F,"(37.5475035, 127.0723928)",광진구,37.5475035,127.0723928,[18]
궤도에오르다,3.9,서울특별시 광진구 광나루로 416 건희빌딩 1F,"(37.4696034, 127.0458545)",광진구,37.4696034,127.04585449999999,[]
가츠시,3.9,서울특별시 광진구 광나루로 418,"(37.5463347, 127.0757083)",광진구,37.5463347,127.07570829999999,[18]
래빗홀 버거컴퍼니,3.9,서울특별시 광진구 광나루로 424 1F,"(37.5459924, 127.0765217)",광진구,37.5459924,127.0765217,[18]
함흥본가면옥,3.4,서울특별시 광진구 광나루로 456,"(37.545067, 127.0797571)",광진구,37.545066999999996,127.0797571,[18]
알고탭하우스,4.1,서울특별시 광진구 광나루로17길 10 2F,"(37.5480765, 127.0728497)",광진구,37.5480765,127.07284969999999,[18]
뱃놈,4.1,서울특별시 광진구 광나루로19길 9,"(37.548153, 127.0729449)",광진구,37.548153000000006,127.0729449,[18]
투고샐러드,3.9,서울특별시 광진구 광나루로24길 9,"(37.5458664, 127.0764349)",광진구,37.5458664,127.07643490000001,[18]
애드앤드,3.7,서울특별시 광진구 광나루로26길 28 1F,"(37.5452587, 127.0774156)",광진구,37.545258700000005,127.0774156,[18]
태천면옥,4.4,서울특별시 광진구 광장로 49,"(37.5470868, 127.1026553)",광진구,37.547086799999995,127.10265530000001,[]
범가,3.3,서울특별시 광진구 광장로 58-1,"(37.5470714, 127.1035891)",광진구,37.5470714,127.10358909999998,[]
쉐프의콜렉션,-,서울특별시 광진구 구의강변로 64 1F,"(37.5361506, 127.093086)",광진구,37.5361506,127.09308600000001,[20]
참토우,-,서울특별시 광진구 구의강변로 81,"(37.5379559, 127.0933821)",광진구,37.5379559,127.0933821,[20]
어반나이프,3.4,서울특별시 광진구 구의강변로 85,"(37.5382775, 127.0934857)",광진구,37.5382775,127.0934857,[20]
스시텐,3.7,서울특별시 광진구 구의강변로 86,"(37.5380986, 127.0938907)",광진구,37.538098600000005,127.09389070000002,[20]
메차쿠차,3.3,서울특별시 광진구 구의강변로3길 11,"(37.5356492, 127.0913858)",광진구,37.5356492,127.0913858,[20]
산골닭갈비,3.6,서울특별시 광진구 구의강변로7길 5,"(37.5381474, 127.0932089)",광진구,37.5381474,127.09320890000002,[20]
Fmm카페,4.4,서울특별시 광진구 군자로 105-2,"(37.5526215, 127.0715971)",광진구,37.5526215,127.07159709999999,[18]
끼니밥메시,3.8,서울특별시 광진구 군자로 175-2,"(37.5563915, 127.0777017)",광진구,37.5563915,127.0777017,[19]
홍대돈부리,3.4,서울특별시 광진구 군자로 4,"(37.5453934, 127.0718498)",광진구,37.5453934,127.0718498,[18]
미식반점,3.9,서울특별시 광진구 군자로 70 1F,"(37.5493305, 127.0709838)",광진구,37.549330499999996,127.0709838,[18]
멘쇼,3.4,서울특별시 광진구 군자로2길 3,"(37.5443865, 127.0716664)",광진구,37.5443865,127.07166640000001,[18]
조씨네고기국수,3.7,서울특별시 광진구 군자로3길 23,"(37.5442162, 127.070185)",광진구,37.5442162,127.07018500000001,[18]
호파스타,4,서울특별시 광진구 군자로3길 23,"(37.5442162, 127.070185)",광진구,37.5442162,127.07018500000001,[18]
미분당,3.8,서울특별시 광진구 군자로3길 27 1F,"(37.5441447, 127.0700286)",광진구,37.544144700000004,127.07002859999999,[18]
아오스요거트,3.6,서울특별시 광진구 군자로5길 22,"(37.5450787, 127.0696333)",광진구,37.5450787,127.06963329999999,[18]
꼬메노,4,서울특별시 광진구 군자로7길 29,"(37.5455626, 127.0690728)",광진구,37.5455626,127.06907279999999,[18]
화양식당,4.1,서울특별시 광진구 군자로7길 3,"(37.5463415, 127.0700352)",광진구,37.5463415,127.07003519999999,[18]
포남딘,3.9,서울특별시 광진구 긴고랑로13길 10,"(37.562955, 127.0820171)",광진구,37.562955,127.08201709999999,[]
콩이네,4,서울특별시 광진구 긴고랑로9길 28 중곡제일시장 103호,"(37.5635588, 127.0811127)",광진구,37.563558799999996,127.0811127,[]
하이디라오,3.6,서울특별시 광진구 능동로 110 스타시티 영존 A동 2F,"(37.5410372, 127.0732627)",광진구,37.541037200000005,127.07326270000002,[18]
겐로쿠우동,3.4,서울특별시 광진구 능동로 111,"(37.5409785, 127.0708351)",광진구,37.540978499999994,127.0708351,[18]
오페떼,3.6,서울특별시 광진구 능동로 111,"(37.5409785, 127.0708351)",광진구,37.540978499999994,127.0708351,[18]
타이거슈가,3.5,서울특별시 광진구 능동로 123,"(37.5419822, 127.0712877)",광진구,37.54198220000001,127.07128770000001,[18]
마초쉐프,3.1,서울특별시 광진구 능동로 125 2F,"(37.5421481, 127.0713004)",광진구,37.542148100000006,127.0713004,[18]
롤링파스타,3.2,서울특별시 광진구 능동로 127 2F,"(37.5422453, 127.0714067)",광진구,37.5422453,127.0714067,[18]
우마이도,3.9,서울특별시 광진구 능동로 135-2,"(37.5429999, 127.0716825)",광진구,37.5429999,127.0716825,[18]
사대분식,3.7,서울특별시 광진구 능동로 197,"(37.5481268, 127.0744289)",광진구,37.5481268,127.07442890000002,[18]
글래시,3.4,서울특별시 광진구 능동로 23-14 1F,"(37.5339385, 127.0669397)",광진구,37.5339385,127.0669397,[18]
바나나토크,3.1,서울특별시 광진구 능동로 237,"(37.5512509, 127.0760697)",광진구,37.5512509,127.07606969999999,[18]
잉글사이드,2.9,서울특별시 광진구 능동로 282,"(37.5548974, 127.078595)",광진구,37.5548974,127.07859499999999,[19]
체리커피,3.7,서울특별시 광진구 능동로 284,"(37.5551802, 127.0787035)",광진구,37.5551802,127.07870349999999,[19]
LAB41,4,서울특별시 광진구 능동로 300 2F,"(37.5564249, 127.0794341)",광진구,37.5564249,127.0794341,[19]
계탄집,4.2,서울특별시 광진구 능동로 31,"(37.5560354, 127.0775453)",광진구,37.5560354,127.0775453,[19]
마우로아,4.2,서울특별시 광진구 능동로 320 1F,"(37.5581489, 127.0802867)",광진구,37.5581489,127.0802867,[19]
로이베이커리카페,4.3,서울특별시 광진구 능동로 36 1F,"(37.53428299999999, 127.068343)",광진구,37.534283,127.068343,[18]
라구뜨,3.9,서울특별시 광진구 능동로 90,"(37.5387765, 127.0710831)",광진구,37.538776500000004,127.0710831,[18]
마우스래빗,3.4,서울특별시 광진구 능동로11길 10,"(37.5419628, 127.0708885)",광진구,37.5419628,127.0708885,[18]
띵똥와플,3.8,서울특별시 광진구 능동로13길 10,"(37.5425901, 127.0713651)",광진구,37.5425901,127.07136509999998,[18]
모모스테이크,3.2,서울특별시 광진구 능동로13길 10 B1,"(37.5425901, 127.0713651)",광진구,37.5425901,127.07136509999998,[18]
능동샐러드,3.9,서울특별시 광진구 능동로13길 10-7 2F,"(37.5429772, 127.0713195)",광진구,37.5429772,127.0713195,[18]
오코노미야키식당하나,4.7,서울특별시 광진구 능동로13길 111,"(37.5461734, 127.067679)",광진구,37.5461734,127.067679,[18]
건대스시,3.5,서울특별시 광진구 능동로13길 19,"(37.54285610000001, 127.0708163)",광진구,37.5428561,127.07081629999999,[18]
최가커피,4.3,서울특별시 광진구 능동로13길 23,"(37.54298319999999, 127.0705873)",광진구,37.5429832,127.07058729999999,[18]
도쿄스테이크,2.9,서울특별시 광진구 능동로13길 27,"(37.5431057, 127.0705824)",광진구,37.543105700000005,127.0705824,[18]
초밥짓는원숭이,3.7,서울특별시 광진구 능동로13길 27 1F,"(37.5431057, 127.0705824)",광진구,37.543105700000005,127.0705824,[18]
호야,3.3,서울특별시 광진구 능동로13길 36,"(37.54357, 127.0703967)",광진구,37.54357,127.07039669999999,[18]
호야초밥참치전문점,3.7,서울특별시 광진구 능동로13길 36,"(37.54357, 127.0703967)",광진구,37.54357,127.07039669999999,[18]
감성타코,3.6,서울특별시 광진구 능동로13길 39 2F,"(37.5434818, 127.0699485)",광진구,37.543481799999995,127.06994850000001,[18]
민벅,3.3,서울특별시 광진구 능동로13길 39 한아름쇼핑센터,"(37.5434559, 127.0698501)",광진구,37.5434559,127.0698501,[18]
쭈꾸미킹,4,서울특별시 광진구 능동로13길 39 한아름쇼핑센터,"(37.5434559, 127.0698501)",광진구,37.5434559,127.0698501,[18]
수퍼슬라이더스,4,서울특별시 광진구 능동로13길 50,"(37.5440708, 127.0699084)",광진구,37.5440708,127.0699084,[18]
선미황먼지찜닭,4.2,서울특별시 광진구 능동로13길 75 1F,"(37.5448438, 127.0688735)",광진구,37.544843799999995,127.06887350000001,[18]
어멍네고기국수,3.7,서울특별시 광진구 능동로13길 77,"(37.54497569999999, 127.0688006)",광진구,37.5449757,127.0688006,[18]
초라멘,4,서울특별시 광진구 능동로13길 80 1F,"(37.5451251, 127.0688938)",광진구,37.5451251,127.06889380000001,[18]
김피라,3.5,서울특별시 광진구 능동로13길 9,"(37.5425435, 127.071162)",광진구,37.5425435,127.07116200000002,[18]
부리토 피아,4.2,서울특별시 광진구 능동로16길 51,"(37.5452852, 127.0758457)",광진구,37.5452852,127.07584569999999,[18]
벨롱에스프레소,3.7,서울특별시 광진구 능동로17길 34 1F,"(37.5468942, 127.0716316)",광진구,37.546894200000004,127.07163159999999,[18]
모서리에커피집,3.9,서울특별시 광진구 능동로17길 5,"(37.5460009, 127.0730146)",광진구,37.546000899999996,127.0730146,[18]
시홍쓰,4.2,서울특별시 광진구 능동로17길 5 1F,"(37.5460009, 127.0730146)",광진구,37.546000899999996,127.0730146,[18]
깍뚝,4,서울특별시 광진구 능동로19길 36,"(37.5474197, 127.0718167)",광진구,37.547419700000006,127.07181670000001,[18]
왕십리정곱창,4,서울특별시 광진구 능동로19길 5,"(37.546847, 127.0734703)",광진구,37.546847,127.0734703,[18]
이이요,4.4,서울특별시 광진구 능동로32길 6,"(37.5551566, 127.0789008)",광진구,37.5551566,127.07890079999999,[19]
대한곱창,3.1,서울특별시 광진구 능동로36길 10,"(37.5561056, 127.0796202)",광진구,37.5561056,127.07962020000001,[19]
멕시칼리,4.3,서울특별시 광진구 능동로36길 181,"(37.5527463, 127.088427)",광진구,37.552746299999995,127.088427,[]
텐동한,4.3,서울특별시 광진구 능동로38길 32 1F,"(37.5570923, 127.0814903)",광진구,37.557092299999994,127.0814903,[19]
카페래디언트,3.7,서울특별시 광진구 능동로38길 41,"(37.5570187, 127.0821069)",광진구,37.5570187,127.08210690000001,[19]
카페온,3.3,서울특별시 광진구 능동로4길 3,"(37.5340361, 127.068225)",광진구,37.5340361,127.068225,[18]
보라젤라또,3.8,서울특별시 광진구 능동로8길 19 1F,"(37.5364264, 127.0702693)",광진구,37.536426399999996,127.07026929999999,[18]
남한강민물매운탕,4.4,서울특별시 광진구 동일로 150,"(37.5455957, 127.0661901)",광진구,37.54559570000001,127.06619009999999,[18]
일레븐 라운지,-,서울특별시 광진구 동일로 172 호텔 더 디자이너스 20-21F,"(37.5473055, 127.0671579)",광진구,37.5473055,127.06715790000001,[18]
고향양꼬치,4.1,서울특별시 광진구 동일로18길 101 1F,"(37.5384413, 127.0683455)",광진구,37.538441299999995,127.0683455,[18]
매화반점,3.8,서울특별시 광진구 동일로18길 105,"(37.5384109, 127.0684806)",광진구,37.5384109,127.06848059999999,[18]
봉자마라탕,3.9,서울특별시 광진구 동일로18길 22,"(37.5396273, 127.0640388)",광진구,37.5396273,127.0640388,[18]
해룡마라룽샤,4.3,서울특별시 광진구 동일로18길 36,"(37.539335, 127.0647073)",광진구,37.539334999999994,127.06470729999998,[18]
쿵푸소룽샤,3.9,서울특별시 광진구 동일로18길 37 1F,"(37.5395204, 127.064985)",광진구,37.539520399999994,127.06498500000001,[18]
복만루,3.7,서울특별시 광진구 동일로18길 43,"(37.5394152, 127.0652454)",광진구,37.5394152,127.06524540000001,[18]
허씨전통중경마라쌍궈,4,서울특별시 광진구 동일로18길 50,"(37.5391244, 127.0654991)",광진구,37.5391244,127.0654991,[18]
경성양육관,4,서울특별시 광진구 동일로18길 52,"(37.5391011, 127.0656284)",광진구,37.539101099999996,127.0656284,[18]
매운향솥,4.4,서울특별시 광진구 동일로18길 61,"(37.5391042, 127.066253)",광진구,37.539104200000004,127.066253,[18]
청두인상,3.5,서울특별시 광진구 동일로18길 65,"(37.5390531, 127.066403)",광진구,37.539053100000004,127.06640300000001,[18]
대흥양다리바베큐,4.4,서울특별시 광진구 동일로18길 67 1F,"(37.53899, 127.0665135)",광진구,37.538990000000005,127.0665135,[18]
얼땅쟈,4.3,서울특별시 광진구 동일로18길 68,"(37.5387396, 127.0664091)",광진구,37.5387396,127.0664091,[18]
송화양꼬치,4.2,서울특별시 광진구 동일로18길 70,"(37.5387443, 127.0665517)",광진구,37.5387443,127.0665517,[18]
잇타이,3.7,서울특별시 광진구 동일로20길 105,"(37.5397412, 127.0693296)",광진구,37.5397412,127.06932959999999,[18]
반티엔야오 카오위,4.1,서울특별시 광진구 동일로20길 106 2F,"(37.53951259999999, 127.0691379)",광진구,37.5395126,127.0691379,[18]
페스타마레,3.3,서울특별시 광진구 동일로20길 114,"(37.5394881, 127.0695761)",광진구,37.5394881,127.06957609999999,[18]
니뽕내뽕,3.4,서울특별시 광진구 동일로20길 60,"(37.5404204, 127.0666813)",광진구,37.540420399999995,127.06668130000001,[18]
카페호이,3.6,서울특별시 광진구 동일로20길 80 1F,"(37.5400898, 127.0678283)",광진구,37.5400898,127.0678283,[18]
은호초밥,3.2,서울특별시 광진구 동일로20길 83,"(37.540156, 127.0681149)",광진구,37.540156,127.0681149,[18]
가마로,3.2,서울특별시 광진구 동일로22길 100,"(37.5408273, 127.069487)",광진구,37.5408273,127.06948700000001,[18]
건대커피랩,3.7,서울특별시 광진구 동일로22길 102 2F,"(37.5407978, 127.0696311)",광진구,37.54079779999999,127.0696311,[18]
부탄츄,3.9,서울특별시 광진구 동일로22길 117-14,"(37.5411477, 127.0708183)",광진구,37.5411477,127.0708183,[18]
카페 아르무아,3.6,서울특별시 광진구 동일로22길 117-27,"(37.5417287, 127.0709084)",광진구,37.5417287,127.07090840000001,[18]
육회한연어,3.2,서울특별시 광진구 동일로22길 42,"(37.5418277, 127.0664351)",광진구,37.5418277,127.0664351,[18]
로얄인디안레스토랑,4.1,서울특별시 광진구 동일로22길 42,"(37.5418277, 127.0664351)",광진구,37.5418277,127.0664351,[18]
아웃닭,3.7,서울특별시 광진구 동일로22길 51,"(37.5418192, 127.0671878)",광진구,37.541819200000006,127.0671878,[18]
오늘와인한잔,3.1,서울특별시 광진구 동일로24길 102 1F,"(37.5421884, 127.0704659)",광진구,37.54218839999999,127.0704659,[18]
육성회비,4.3,서울특별시 광진구 동일로24길 19,"(37.5438321, 127.0662721)",광진구,37.5438321,127.06627209999999,[18]
조용한주택,3.7,서울특별시 광진구 동일로24길 24,"(37.54359, 127.0664211)",광진구,37.54359,127.06642109999999,[18]
선장훅,4.3,서울특별시 광진구 동일로24길 38-1 1F,"(37.5433407, 127.0672491)",광진구,37.5433407,127.0672491,[18]
환이네갈비살 (휴업중),4.4,서울특별시 광진구 동일로24길 70,"(37.542795, 127.0687757)",광진구,37.542795,127.0687757,[18]
포비,4,서울특별시 광진구 동일로26길 57 1F,"(37.544598, 127.0690079)",광진구,37.544598,127.06900790000002,[18]
영미오리탕,4,서울특별시 광진구 동일로60길 53 천수빌딩,"(37.5576337, 127.0762773)",광진구,37.557633700000004,127.0762773,[19]
한강풍천장어,-,서울특별시 광진구 뚝섬로 487,"(37.5363844, 127.0646055)",광진구,37.536384399999996,127.0646055,[18]
뺑드램,4,서울특별시 광진구 뚝섬로 599 1F,"(37.5330634, 127.0765374)",광진구,37.533063399999996,127.0765374,[21]
FEFE,3.9,서울특별시 광진구 뚝섬로 628 3F,"(37.5319544, 127.0792235)",광진구,37.5319544,127.07922350000001,[21]
독도수산,-,서울특별시 광진구 뚝섬로23길 48,"(37.5371589, 127.0660294)",광진구,37.537158899999994,127.0660294,[18]
송화산시도삭면,4.4,서울특별시 광진구 뚝섬로27길 48,"(37.5378699, 127.0664992)",광진구,37.5378699,127.06649920000001,[18]
명봉샤브샤브양꼬치,4.4,서울특별시 광진구 뚝섬로31길 59 광진빌딩,"(37.5327078, 127.0802733)",광진구,37.5327078,127.0802733,[21]
케루악,4.1,서울특별시 광진구 뚝섬로52마길 21,"(37.529144, 127.0795681)",광진구,37.529144,127.07956809999999,[21]
고래바,3.9,서울특별시 광진구 뚝섬로57길 58 2F,"(37.5340929, 127.0822692)",광진구,37.5340929,127.0822692,[21]
하루,3.7,서울특별시 광진구 면목로 53 1F,"(37.5587421, 127.077091)",광진구,37.5587421,127.077091,[19]
아날로그키친,3.4,서울특별시 광진구 아차산로 200 3F,"(37.5408693, 127.0660137)",광진구,37.5408693,127.06601370000001,[18]
Index,4,서울특별시 광진구 아차산로 200 3F,"(37.5408693, 127.0660137)",광진구,37.5408693,127.06601370000001,[18]
반둥식당,3.9,서울특별시 광진구 아차산로 200 커먼그라운드 3F,"(37.5413414, 127.0654612)",광진구,37.5413414,127.0654612,[18]
